,C,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Select all that apply,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Select all that apply.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Select all that apply.2,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Select up to 3,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Select up to 3.1,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Select up to 3.2,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Select all that apply.3,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Select up to 3.3,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Select all that apply.4,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Select all that apply.5,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Select all that apply.6,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Select all that apply.7,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221
12336,Indonesia,25-29,Male,Tabs,6 - 10 years,Full-stack web developer,Windows 7,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,Powerbuilder,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,PHP,Python,,,Ruby,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Rather not say,Rather not say,Freelance / Contractor,Software Products,I love my job,Other,Part-time Remote,No,I am open to new job opportunities,Salary,,,,,,,,,,,,,,,,Remote working options,Flexible work hours,Somewhat important,,,,,Writing my CV and keeping it updated,Taking time off work to interview,The interview process,About once a week,I wish more recruiters contacted me!,Great,Tolerate,I don't have an account,Hate,Great,Great,Great,Message is personalized,,Stack Overflow activity is mentioned,,,Salary information is provided,,,Salary,,,,,,People I would be working with,Details about the product or project I'd be working on,Tolerate,Tolerate,Great,Great,Great,,Be more flexible about interview scheduling,,,Introduce me to the team,,Show me the space in which I will work,,,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,To showcase my Stack Overflow activity,,,6,20+ hours per week,Very rarely,NotePad++,,Dark,,,SVN,,,,,,,I don't use source control,,Git,,To get help for my job,To give help to others,,,To demonstrate that I'm good at what I do,To communicate with others like me,To receive help onæmy personal projects,Because I love to learn,,Usually,,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,Demonstrating my expertise will benefit me,I feel a sense of responsibility to the developer community,,,
13106,Indonesia,25-29,Male,It depends,2 - 5 years,Full-stack web developer,Windows 8,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,Employed full-time,Telecommunications,I'm somewhat satisfied with my job,Other,Part-time Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13515,Indonesia,20-24,Male,Spaces,2 - 5 years,Full-stack web developer,Mac OS X,,,,AngularJS,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hadoop,,,,,,,,,,,,,,,,,,Scala,,Spark,,,,,,,,,On-the-job training,"Intensive code ""boot-camp"" or night school",,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Web Services,I'm somewhat dissatisfied with my job,I can recommend or request products,I rarely work remote,Yes,I am open to new job opportunities,,,,,,Tech stack,,,,Opportunity for advancement,,,,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,,Interesting companies rarely respond,Writing my CV and keeping it updated,,,Rarely,I wish more recruiters contacted me!,Great,I don't have an account,I don't have an account,Tolerate,Great,Tolerate,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,,,Salary information is provided,,,,Benefits,,,Office location,,,Details about the product or project I'd be working on,Hate,Tolerate,Great,Tolerate,Great,Show meæmore live code,,,,Introduce me to the team,Offer me a decent cup of coffee,,,,No spam from recruiters,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,To showcase my Stack Overflow activity,,,4,5-10 hours per week,Multipleætimes a day,Sublime Text,,Dark,Git,,,,,,,,,,,Git,,,To give help to others,,To maintain an online presence,To demonstrate that I'm good at what I do,To communicate with others like me,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,I feel a sense of responsibility to the developer community,,,
13516,Indonesia,25-29,Male,Tabs,2 - 5 years,Full-stack web developer,Windows 7,,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,,,,AngularJS,,,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,Java,JavaScript,LAMP,,MongoDB,,,,PHP,,,Redis,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,,Masters Degree in Computer Science (or related field),,,"Less than $20,000",10000,Other,Web Services,I love my job,I have a discretionary budget at my disposal,Never,No,I am not interested in other job opportunities,Salary,,,,,,,,,Opportunity for advancement,,,,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,Searching for a job that seems interesting,Interesting companies rarely respond,,,,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Hate,Tolerate,Tolerate,Tolerate,,,,Team I would be working with isædescribed,,Salary information is provided,,,Salary,,,,Office location,,People I would be working with,,Great,Great,Great,Great,Great,,,,,,,,,,,,,,,,0,,Multipleætimes a day,Sublime Text,,Light,,,SVN,,,,,,,,,SVN,,,,,,,,,,,,,,,,,,,
13517,Indonesia,35-39,Male,It depends,2 - 5 years,Full-stack web developer,Windows 7,,Android,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,Wordpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,,No formal training; I'm self-taught,,,,,,,,,,,"$60,000 - $80,000",70000,Employed full-time,Web Services,I love my job,I can recommend or request products,Part-time Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13518,Indonesia,20-24,Male,Spaces,2 - 5 years,Full-stack web developer,Ubuntu,,,,,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,,Android,,AngularJS,,,,,,CoffeeScript,,,,,,Go,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"Less than $20,000",10000,Freelance / Contractor,Web Services,I'm somewhat satisfied with my job,I can recommend or request products,Part-time Remote,Yes,I am open to new job opportunities,,Equity,,,,,,,Work/life balance,,,,,,,,Remote working options,,Very important,Finding time to job search,,Searching for a job that seems interesting,,Writing my CV and keeping it updated,,,About once a week,I wish more recruiters contacted me!,Great,Great,I don't have an account,Tolerate,Great,Tolerate,Tolerate,Message is personalized,,,Team I would be working with isædescribed,,,Benefits / perks of the work environment are described,,Salary,Benefits,,,Office location,,People I would be working with,Details about the product or project I'd be working on,Great,Tolerate,Tolerate,Tolerate,Great,,,Offer remote interviews (ie. via video conference),,Introduce me to the team,,,,Prepare me for who I will be speaking with,,It's a jobs site specificallyæfor programmers,,To showcase my Stack Overflow activity,Because the jobs ads are right there on Stack Overflow,,1,1-2 hours per week,Multipleætimes a day,atom.io,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,,To receive help onæmy personal projects,,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,,,,,"I don't answer much (or at all), but I want to answer more"
14468,Indonesia,20-24,Male,Tabs,2 - 5 years,Full-stack web developer,Windows 7,,,,,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,,,,,,,,,Hadoop,,,Java,,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,Salary,,,,,,,,Work/life balance,,,Office location,,,,,,,Neutral - I don't mind working in the office or remotely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14469,Indonesia,20-24,Female,Tabs,2 - 5 years,Full-stack web developer,Windows 7,,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14470,Indonesia,20-24,Male,Tabs,2 - 5 years,Full-stack web developer,Windows XP,,Android,,AngularJS,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,Android,,AngularJS,,,,C#,,,Cordova,,,,,,,,iOS,,JavaScript,,,,Node.js,Objective-C,,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14471,Indonesia,20-24,Male,Tabs,1 - 2 years,Full-stack web developer,Windows 8,,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,,Android,,,,,,,,CoffeeScript,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,Salary,,,,,,,,,,,,Quality of colleagues,,,,Remote working options,,Somewhat important,Finding time to job search,,Searching for a job that seems interesting,,,,The interview process,Never,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,Great,Tolerate,Great,Great,Hate,Hate,Message is personalized,,,Team I would be working with isædescribed,,,Benefits / perks of the work environment are described,,Salary,,,,,,,,Hate,Tolerate,Great,Great,Great,,,,,Introduce me to the team,,Show me the space in which I will work,,Prepare me for who I will be speaking with,,,,,,,0,10-20 hours per week,Multipleætimes a day,Sublime Text,,Light,Git,,,,,,,,,,,Git,,To get help for my job,,,,,To communicate with others like me,To receive help onæmy personal projects,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
14472,Indonesia,25-29,Male,Spaces,1 - 2 years,Full-stack web developer,Windows XP,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14473,Indonesia,25-29,Male,It depends,2 - 5 years,Full-stack web developer,Windows 7,,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14474,Indonesia,20-24,Male,It depends,2 - 5 years,Full-stack web developer,Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15281,Indonesia,< 20,Male,Tabs,1 - 2 years,Growth hacker,Fedora,Cen,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,Unemployed,,,,,No (I'm a student),I am not interested in other job opportunities,,,,,,,,,,,,,,,,,,,Not important,Finding time to job search,Finding an open job that I'm qualified for,,,,,,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5-10 hours per week,Once a day,NotePad++,,I don't use an IDE,,,,,,,,,,I don't use source control,,Git,,,,Because I can't do my job without it,,,To communicate with others like me,,Because I love to learn,,Usually,It feels good to help a programmer in need,,,,,,,
15657,Indonesia,20-24,Male,Spaces,2 - 5 years,Mobile developer,Mac OS X,,Android,Arduino / Raspberry Pi,,C,C++,C++11,C#,,,,,,,,,,,iOS,Java,,LAMP,,,,Objective-C,,,Python,,,,,,,,,,,Swift,,,,,Android,Arduino / Raspberry Pi,,C,C++,C++11,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Software Products,I'm somewhat satisfied with my job,I can recommend or request products,I rarely work remote,No,I am open to new job opportunities,Salary,,Ability to make or influence important decisions,,,,,,,,,,,,,,,Flexible work hours,Somewhat important,,,,Interesting companies rarely respond,,,,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Tolerate,I don't have an account,Hate,Hate,Message is personalized,Code or projects I've worked on are referenced,,,,Salary information is provided,,,Salary,,,,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Tolerate,Great,,Be more flexible about interview scheduling,,Introduce me to the boss,,,,,,,,,,,,1,2-5 hours per week,Multipleætimes a day,Sublime Text,,Light,Git,,,,,,,,,,,Git,,,,,,,,To receive help onæmy personal projects,,,Sometimes,,,,,,,,"I don't answer much (or at all), but I want to answer more"
15783,Indonesia,,Male,Tabs,Less than 1 year,Mobile developer,Windows 8,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,Work/life balance,,,,,,,,,,Somewhat important,,,,Interesting companies rarely respond,,,,Rarely,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Tolerate,I don't have an account,,Hate,Tolerate,Hate,Hate,Message is personalized,Code or projects I've worked on are referenced,,,,,Benefits / perks of the work environment are described,,,Benefits,,,Office location,,,Details about the product or project I'd be working on,Great,Great,Tolerate,Tolerate,Tolerate,Show meæmore live code,,,,,,,,,,,,,,,0,5-10 hours per week,I have never been on Stack Overflow. I just love taking surveys.,NotePad++,,Light,,,,,,,,,,I don't use source control,,Legacy / Custom,,,,,,,,,Because I love to learn,,Sometimes,It feels good to help a programmer in need,,,,,,,
15832,Indonesia,20-24,Male,Tabs,1 - 2 years,Mobile developer - Android,Windows 7,,Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hadoop,,,,,,,,,,,,Python,,,Ruby,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed part-time,Consulting,I'm somewhat dissatisfied with my job,"I influence purchasing decisions, but don't have final approval",Part-time Remote,Yes,I am open to new job opportunities,Salary,,,,,,Company size,,Work/life balance,,,,,,,,,,Neutral - I don't mind working in the office or remotely,Finding time to job search,,,,Writing my CV and keeping it updated,Taking time off work to interview,,A few times a week,"Please, make the recruiter spamŒæstop",Tolerate,Great,I don't have an account,Tolerate,I don't have an account,I don't have an account,Hate,Message is personalized,,,,,Salary information is provided,Benefits / perks of the work environment are described,,Salary,,,,,,,,Great,Great,Great,Tolerate,Tolerate,,Be more flexible about interview scheduling,,Introduce me to the boss,Introduce me to the team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15956,Indonesia,20-24,Male,Tabs,2 - 5 years,Mobile developer - Android,Ubuntu,,Android,,,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,Android,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,Perl,,Python,,,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Government,I'm neither satisfied nor dissatisfied with my job,I have a discretionary budget at my disposal,I rarely work remote,Yes,I am open to new job opportunities,Salary,,,Health insurance,,,,,,,,,,Company culture,,,,,Neutral - I don't mind working in the office or remotely,,,,Interesting companies rarely respond,,,,About once a week,I wish more recruiters contacted me!,Great,Great,I don't have an account,Great,I don't have an account,Hate,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,Team I would be working with isædescribed,,,,,,,Company name,,,,,,Great,Tolerate,Tolerate,Tolerate,Great,,,,Introduce me to the boss,Introduce me to the team,,,,Prepare me for who I will be speaking with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16254,Indonesia,30-34,Male,It depends,2 - 5 years,Mobile developer - Android,Mint,,Android,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,Freelance / Contractor,Software Products,I'm neither satisfied nor dissatisfied with my job,I can recommend or request products,I rarely work remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16255,Indonesia,25-29,Male,Spaces,11+ years,Mobile developer - Android,Other Linux,Elementary OS,Android,,,C,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,Android,,,C,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Software Products,I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,Yes,I am open to new job opportunities,Salary,,Ability to make or influence important decisions,,,,,,,,,,,,,Building something that matters,,,Somewhat important,Finding time to job search,,Searching for a job that seems interesting,,,Taking time off work to interview,,Rarely,I wish more recruiters contacted me!,Great,Tolerate,Tolerate,Tolerate,Tolerate,Tolerate,Tolerate,Message is personalized,,,,Company culture is described,,Benefits / perks of the work environment are described,,Salary,Benefits,Company name,,Office location,Job title,People I would be working with,,Tolerate,Tolerate,Tolerate,Tolerate,Tolerate,Show meæmore live code,,,,Introduce me to the team,,,,Prepare me for who I will be speaking with,,,,,,,1,2-5 hours per week,Multipleætimes a day,Sublime Text,,Dark,Git,,SVN,,,,,,,,,Git,,To get help for my job,To give help to others,,,,,,,,Sometimes,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,"I don't answer much (or at all), but I want to answer more"
16538,Indonesia,20-24,Male,Tabs,1 - 2 years,Mobile developer - Android,Windows 7,,Android,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,,Android,,,,,,,,,,,,,,,,,iOS,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,Yes,I am open to new job opportunities,,,,,,Tech stack,,,,,,,,,,Building something that matters,,Flexible work hours,Neutral - I don't mind working in the office or remotely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16539,Indonesia,20-24,Female,It depends,2 - 5 years,Mobile developer - Android,Windows 8,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,Rather not say,Rather not say,I'm a student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17014,Indonesia,20-24,Male,Tabs,6 - 10 years,Mobile developer - iOS,Windows 7,Mac OS X,,,,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,,,,,,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Software Products,I'm somewhat dissatisfied with my job,I can recommend or request products,Never,Yes,I am open to new job opportunities,Salary,,Ability to make or influence important decisions,,,,,,Work/life balance,,,,,,,,,,Neutral - I don't mind working in the office or remotely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17316,Indonesia,35-39,Male,It depends,6 - 10 years,Mobile developer - Windows Phone,Windows 8,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android,,,,,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,Freelance / Contractor,Software Products,I'm somewhat satisfied with my job,I can buy anything I want without asking anyone,Part-time Remote,No,I am not interested in other job opportunities,Salary,,,,,,,,Work/life balance,,,,,Company culture,,,,,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,Searching for a job that seems interesting,,Writing my CV and keeping it updated,,,Never,I wish more recruiters contacted me!,Tolerate,Tolerate,Tolerate,Hate,Tolerate,Tolerate,Tolerate,,,,Team I would be working with isædescribed,Company culture is described,Salary information is provided,,,,,,,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Tolerate,Great,Show meæmore live code,,,,,,Show me the space in which I will work,,Prepare me for who I will be speaking with,,,,,,,1,2-5 hours per week,Multipleætimes a day,,Visual Studio,Light,,,,,,TFS,,,,,,TFS,,,,Because I can't do my job without it,,,,,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
