Month,Java,JavaScript,Dart,Node.js,PHP,Visual Basic,MySQL,TypeScript,SQL,PostgreSQL,Flow,CHAIN,Z++,FOCUS,Python,kernel,Address,ASP.NET,C#,JS++,C,GraphQL,Go,Ada,Ruby,MariaDB,Scheme,Expect,Copilot,Solidity,solid,pipelines,RAPID,NPL,april,flagship,Swift,Small,Kotlin,Simplicity,Perl,C++,Scratch,R,F,Rust,Groovy,Scala,Revolution,MATLAB,Apex,Click,Adept,.QL,dss,SPARK,Pure,GAP,Falcon,Alpha,Plot,Joy,CONVERT,Frank,P,lever,JADE,Blue,THINK C,Inform,NATURAL,Reason,ARM,SR,Crystal,PowerHouse,Conceptual,Factor,False,RPL,SQLite,fe,Chrome,Tao,Flavors,Cyber,Bash,DEMOS,Q,PROMETHEUS,Gist,PILOT,REDUCE,Monkey,Z,abs,FaCT,MACRO,FLUX,ECMAScript,Argus,Assembly,PowerShell,Visual FoxPro,FoxPRO,Delphi,SCM,Red,MetaL,SaltStack,bamboo,Mercury,UNITY,Arduino,SAS,SPSS,SIGNAL,Spatial,AL,jasper,PowerBuilder,SRL,Logos,Virgil,Dale,LUCID,CUDA,LINQ,JOVIAL,APL,BASIC A+,Cell,MIMIC,Charity,Meson,DYNAMO,Haskell,PLANNER,Gherkin,Objective-C,frame,Tea,Sqlalchemy,Erlang,Sage,Lisp,Lua,F#,bloom,score,HL7,VBA,ActionScript,Elixir,MAPPER,Boo,Pan,l2,Augment,FP,Vale,candor,Stata,Arc,DML,IPL,XL,Star,fox,LEAP,Dockerfile,Dc,VBScript,CORAL,UniVerse,C2
2021-05,10,11,0,2,16,12,31,2,33,9,0,0,0,0,39,31,0,6,28,0,23,1,15,0,2,44,0,0,0,10,0,0,0,0,0,0,0,0,6,0,1,29,15,32,0,1,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,46,18,4,1,0,0,0,0,0,0,0,16,43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,7,4,0,8,8,0,0,0,0,52,2,0,0,0,0,0,0,0,0,0,14,0,48,0,0,0,0,0,9,0,7,0,0,0
2021-06,11,12,0,2,18,15,35,2,42,11,0,0,0,0,47,32,0,8,31,0,28,1,14,0,2,49,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,33,15,35,0,1,1,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,64,24,4,1,0,0,0,0,0,0,0,17,58,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,6,7,0,9,10,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,20,0,47,0,0,0,0,0,10,0,11,0,0,0
2021-07,10,12,0,3,17,11,30,3,34,9,0,0,0,0,43,31,0,6,30,0,21,1,18,0,2,38,0,0,0,7,0,0,0,0,0,0,0,0,5,0,1,24,11,31,0,1,1,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,47,22,2,2,0,0,0,0,0,0,0,24,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,8,7,0,9,10,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,14,0,48,0,0,0,0,0,12,0,9,0,0,0
2021-08,9,11,0,2,16,10,22,3,31,8,0,0,0,0,38,29,0,7,28,0,25,1,16,0,1,41,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,23,13,27,0,1,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59,22,3,1,0,0,0,0,0,0,0,20,43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,10,5,0,6,13,0,0,0,0,50,3,0,0,0,0,0,0,0,0,0,12,0,37,0,0,0,0,0,11,0,9,0,0,0
2021-09,11,12,0,3,16,13,31,3,37,10,0,0,0,0,45,27,0,7,27,0,32,1,16,0,2,45,0,0,0,11,0,0,0,0,0,0,0,0,6,0,1,33,14,30,0,1,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,23,4,1,0,0,0,0,0,0,0,18,44,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,8,7,0,15,9,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0,13,0,44,0,0,0,0,0,10,0,10,0,0,0
2021-10,12,12,0,2,16,14,32,3,37,10,0,0,0,0,52,28,0,7,31,0,35,1,16,0,2,51,0,0,0,8,0,0,0,0,0,0,0,0,6,0,1,41,16,34,0,2,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,23,3,1,0,0,0,0,0,0,0,17,45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,14,0,0,7,11,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,13,0,54,0,0,0,0,0,13,0,12,0,0,0
2021-11,13,13,0,3,17,15,36,3,43,10,0,0,0,0,54,27,0,8,33,0,36,1,17,0,2,53,0,0,0,8,0,0,0,0,0,0,0,0,7,0,1,44,20,33,0,1,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,27,5,2,0,0,0,0,0,0,0,18,49,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,14,0,0,8,9,0,0,0,0,56,4,0,0,0,0,0,0,0,0,0,17,0,55,0,0,0,0,0,12,0,16,0,0,0
2021-12,11,13,0,2,16,14,37,3,42,10,0,0,0,0,44,23,0,7,32,0,32,1,17,0,2,51,0,0,0,10,0,0,0,0,0,0,0,0,6,0,1,35,14,32,0,1,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,5,2,0,0,0,0,0,0,0,17,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,11,4,0,8,10,0,0,0,0,59,6,0,0,0,0,0,0,0,0,0,19,0,50,0,0,0,0,0,12,0,9,0,0,0
2022-01,14,23,0,4,23,16,60,7,68,17,0,0,0,0,70,35,0,11,45,0,32,1,25,0,2,67,0,0,0,28,0,0,0,0,0,0,0,0,14,0,1,54,32,38,0,2,0,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,35,6,2,0,0,0,0,0,0,0,30,74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,0,19,6,0,11,17,0,0,0,0,76,7,0,0,0,0,0,0,0,0,0,19,0,57,0,0,0,0,0,27,0,14,0,0,0
2022-02,14,24,0,4,23,15,53,7,62,20,0,0,0,0,74,31,0,10,47,0,34,1,26,0,2,78,0,0,0,31,0,0,0,0,0,0,0,0,15,0,2,53,31,34,0,2,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,35,4,2,0,0,0,0,0,0,0,25,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,21,6,0,13,18,0,0,0,0,71,7,0,0,0,0,0,0,0,0,0,22,0,58,0,0,0,0,0,26,0,18,0,0,0
2022-03,18,26,0,4,25,19,64,8,74,20,0,0,0,0,95,34,0,12,51,0,40,1,29,0,2,100,0,0,0,23,0,0,0,0,0,0,0,0,17,0,2,80,35,39,0,2,1,2,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,70,35,5,2,0,0,0,0,0,0,0,29,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,26,11,0,12,20,0,0,0,0,76,13,0,0,0,0,0,0,0,0,0,24,0,71,0,0,0,0,0,28,0,15,0,0,0
2022-04,17,25,0,4,24,16,62,9,72,20,0,0,0,0,89,32,0,10,48,0,32,1,28,0,2,87,0,0,0,23,0,0,0,0,0,0,0,0,16,0,1,66,29,33,0,2,1,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,61,30,5,2,0,0,0,0,0,0,0,31,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,25,7,0,10,16,0,0,0,0,70,5,0,0,0,0,0,0,0,0,0,23,0,65,0,0,0,0,0,27,0,19,0,0,0
2022-05,14,19,0,4,21,11,52,6,54,19,0,0,0,0,68,28,0,8,40,0,30,1,27,0,2,64,0,0,0,21,0,0,0,0,0,0,0,0,13,0,1,52,27,32,0,2,1,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,28,2,1,0,0,0,0,0,0,0,25,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,20,9,0,11,16,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,27,0,53,0,0,0,0,0,21,0,14,0,0,0
2022-06,15,25,0,4,26,15,66,8,73,20,0,0,0,0,77,27,0,10,49,0,30,1,29,0,2,77,0,0,0,19,0,0,0,0,0,0,0,0,17,0,1,51,22,44,0,3,1,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,68,34,4,1,0,0,0,0,0,0,0,29,74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,25,8,0,12,17,0,0,0,0,62,3,0,0,0,0,0,0,0,0,0,29,0,63,0,0,0,0,0,28,0,17,0,0,0
2022-07,13,24,0,4,23,13,57,9,66,20,0,0,0,0,73,27,0,8,46,0,23,1,30,0,2,70,0,0,0,16,0,0,0,0,0,0,0,0,13,0,1,33,18,33,0,3,1,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53,31,4,1,0,0,0,0,0,0,0,29,64,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,21,10,0,7,18,0,0,0,0,61,3,0,0,0,0,0,0,0,0,0,19,0,48,0,0,0,0,0,26,0,13,0,0,0
2022-08,12,23,0,4,21,12,51,8,64,19,0,0,0,0,65,24,0,9,44,0,29,1,30,0,2,64,0,0,0,12,0,0,0,0,0,0,0,0,13,0,1,36,25,29,0,3,1,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,67,31,3,1,0,0,0,0,0,0,0,27,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,22,5,0,9,18,0,0,0,0,58,4,0,0,0,0,0,0,0,0,0,20,0,42,0,0,0,0,0,24,0,15,0,0,0
2022-09,16,22,0,4,22,13,57,8,71,20,0,0,0,0,88,28,0,9,46,0,39,1,31,0,2,75,0,0,0,13,0,0,0,0,0,0,0,0,14,0,2,66,25,35,0,3,1,2,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,87,33,3,1,0,0,0,0,0,0,0,25,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,27,6,0,9,19,0,0,0,0,62,5,0,0,0,0,0,0,0,0,0,23,0,52,0,0,0,0,0,25,0,16,0,0,0
2022-10,18,24,0,4,24,14,61,9,71,21,0,0,0,0,100,27,0,9,46,0,42,1,30,0,2,75,0,0,0,15,0,0,0,0,0,0,0,0,14,0,1,85,28,36,0,3,1,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,90,33,4,1,0,0,0,0,0,0,0,26,77,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,29,7,0,14,22,0,0,0,0,61,5,0,0,1,0,0,0,0,0,0,24,0,57,0,0,0,0,0,25,0,21,0,0,0
2022-11,18,24,0,4,21,13,59,9,75,20,0,0,0,0,92,27,0,9,47,0,45,1,29,0,2,79,0,0,0,14,0,0,0,0,0,0,0,0,14,0,2,82,29,34,0,3,1,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,91,33,5,1,0,0,0,0,0,0,0,26,80,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,22,6,0,9,20,0,0,0,0,59,5,0,0,0,0,0,0,0,0,0,28,0,66,0,0,0,0,0,28,0,16,0,0,0
2022-12,15,22,0,4,21,10,56,9,66,19,0,0,0,0,88,22,0,8,46,0,34,1,27,0,2,70,0,0,0,13,0,0,0,0,0,0,0,0,12,0,1,61,16,35,0,3,1,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,29,4,1,0,0,0,0,0,0,0,25,67,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,22,9,0,10,18,0,0,0,0,67,5,0,0,0,0,0,0,0,0,0,27,0,58,0,0,0,0,0,27,0,16,0,0,0
2023-01,13,21,0,4,21,10,55,9,65,20,0,0,0,0,76,22,0,9,42,0,34,1,28,0,2,70,0,0,0,14,0,0,0,0,0,0,0,0,12,0,1,51,31,28,0,3,1,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,28,4,1,0,0,0,0,0,0,0,25,67,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,24,8,0,7,18,0,0,0,0,61,7,0,0,0,0,0,0,0,0,0,20,0,45,0,0,0,0,0,28,0,17,0,0,0
2023-02,14,22,0,4,21,11,50,10,64,22,0,0,0,0,83,24,0,9,44,0,39,1,29,0,2,76,0,0,0,13,0,0,0,0,0,0,0,0,13,0,2,51,56,28,0,3,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,29,5,1,0,0,0,0,0,0,0,24,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,21,11,0,9,17,0,0,0,0,57,6,0,0,1,0,0,0,0,0,0,24,0,43,0,0,0,0,0,26,0,18,0,0,0
2023-03,14,22,0,4,20,12,53,9,67,20,0,0,0,0,85,27,0,8,46,0,45,1,26,0,2,73,0,0,0,12,0,0,0,0,0,0,0,0,13,0,2,61,58,39,0,4,1,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,68,29,5,1,0,0,0,0,0,0,0,25,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,22,12,0,8,22,0,0,0,0,55,6,0,0,0,0,0,0,0,0,0,28,0,63,0,0,0,0,0,27,0,17,0,0,0
2023-04,12,16,0,3,16,9,36,7,44,15,0,0,0,0,56,23,0,5,33,0,31,1,22,0,2,58,0,0,0,9,0,0,0,0,0,0,0,0,9,0,1,36,42,31,0,4,1,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,24,3,1,0,0,0,0,0,0,0,23,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,10,0,9,20,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,20,0,44,0,0,0,0,0,21,0,15,0,0,0
2023-05,14,19,0,3,18,12,52,8,56,19,0,0,0,0,74,24,0,6,36,0,49,1,28,0,2,69,0,0,0,10,0,0,0,0,0,0,0,0,11,0,2,49,65,43,0,3,1,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,70,30,5,2,0,0,0,0,0,0,0,26,67,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,17,9,0,11,21,0,0,0,0,51,2,0,0,0,0,0,0,0,0,0,28,0,51,0,0,0,0,0,24,0,20,0,0,0
2023-06,12,20,0,3,19,11,51,9,55,22,0,0,0,0,65,23,0,7,33,0,35,1,23,0,2,70,0,0,0,8,0,0,0,0,0,0,0,0,11,0,1,35,30,39,0,3,1,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,25,3,1,0,0,0,0,0,0,0,25,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,20,9,0,15,18,0,0,0,0,49,2,0,0,0,0,0,0,0,0,0,31,0,50,0,0,0,0,0,24,0,15,0,0,0
2023-07,12,19,0,3,20,9,46,9,57,20,0,0,0,0,60,25,0,7,36,0,23,1,26,0,2,72,0,0,0,11,0,0,0,0,0,0,0,0,11,0,1,28,18,30,0,4,1,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,30,3,1,0,0,0,0,0,0,0,26,60,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,20,9,0,11,21,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,26,0,42,0,0,0,0,0,26,0,16,0,0,0
2023-08,11,20,0,3,19,9,45,10,56,18,0,0,0,0,64,26,0,7,38,0,26,1,28,0,2,75,0,0,0,8,0,0,0,0,0,0,0,0,12,0,1,39,29,30,0,3,1,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53,32,4,1,0,0,0,0,0,0,0,27,64,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,19,8,0,12,20,0,0,0,0,55,3,0,0,0,0,0,0,0,0,0,21,0,39,0,0,0,0,0,26,0,22,0,0,0
2023-09,13,21,0,4,17,9,44,9,55,18,0,0,0,0,71,25,0,7,36,0,34,1,27,0,2,75,0,0,0,10,0,0,0,0,0,0,0,0,11,0,1,61,29,33,0,4,1,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,83,32,3,1,0,0,0,0,0,0,0,32,65,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,18,17,0,8,19,0,0,0,0,52,3,0,0,0,0,0,0,0,0,0,25,0,38,0,0,0,0,0,26,0,14,0,0,0
2023-10,14,21,0,3,18,10,51,9,61,19,0,0,0,0,78,26,0,7,40,0,36,1,27,0,1,76,0,0,0,12,0,0,0,0,0,0,0,0,13,0,1,66,38,31,0,3,1,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,33,2,1,0,0,0,0,0,0,0,27,70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,16,16,0,13,17,0,0,0,0,53,3,0,0,0,0,0,0,0,0,0,25,0,53,0,0,0,0,0,23,0,21,0,0,0
2023-11,13,20,0,3,18,10,50,9,60,21,0,0,0,0,75,26,0,7,39,0,35,1,28,0,2,75,0,0,0,8,0,0,0,0,0,0,0,0,11,0,1,64,42,32,0,4,1,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,32,3,1,0,0,0,0,0,0,0,27,75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,15,100,0,12,18,0,0,0,0,57,4,0,0,0,0,0,0,0,0,0,28,0,68,0,0,0,0,0,31,0,21,0,0,0
2023-12,12,18,0,4,17,9,45,8,52,18,0,0,0,0,62,24,0,6,33,0,30,1,25,0,1,62,0,0,0,8,0,0,0,0,0,0,0,0,11,0,1,39,20,29,0,4,1,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,29,3,1,0,0,0,0,0,0,0,24,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,16,9,0,11,20,0,0,0,0,50,3,0,0,5,0,0,0,0,0,0,26,0,45,0,0,0,0,0,26,0,16,0,0,0
2024-01,12,19,0,4,18,8,45,8,55,20,0,0,0,0,64,24,0,8,36,0,26,1,27,0,2,69,0,0,0,12,0,0,0,0,0,0,0,0,10,0,1,34,50,27,0,5,1,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,30,3,1,0,0,0,0,0,0,0,25,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,20,10,0,11,22,0,0,0,0,56,3,0,0,8,0,0,0,0,0,0,22,0,41,0,0,0,0,0,27,0,18,0,0,0
2024-02,13,20,0,4,18,8,43,8,56,23,0,0,0,0,80,26,0,7,38,0,31,1,31,0,2,79,0,0,0,10,0,0,0,0,0,0,0,0,11,0,1,38,82,34,0,5,1,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,33,3,1,0,0,0,0,0,0,0,24,62,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,25,12,0,13,24,0,0,0,0,52,2,0,0,8,0,0,0,0,0,0,24,0,37,0,0,0,0,0,31,0,20,0,0,0
2024-03,14,19,0,3,18,9,45,8,58,23,0,0,0,0,81,30,0,7,38,0,34,1,30,0,2,83,0,0,0,14,0,0,0,0,0,0,0,0,12,0,1,43,91,34,0,5,1,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32,4,1,0,0,0,0,0,0,0,26,59,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,27,14,0,12,23,0,0,0,0,54,3,0,0,10,0,0,0,0,0,0,29,0,45,0,0,0,0,0,35,0,19,0,0,0
2024-04,13,16,0,3,14,7,35,8,44,18,0,0,0,0,61,25,0,5,30,0,33,1,26,0,2,63,0,0,0,15,0,0,0,0,0,0,0,0,9,0,1,36,81,36,0,4,1,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,3,1,0,0,0,0,0,0,0,22,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,19,15,0,11,21,0,0,0,0,38,2,0,0,9,0,0,0,0,0,0,23,0,35,0,0,0,0,0,22,0,17,0,0,0
