Company Name,Job Description
LTIMindtree,"Role description
Java Backend
Identify and analyze user requirements
Prioritize, assign and execute tasks throughout the software development life cycle
Develop Java EE applications
Write well-designed, efficient code
Review, test and debug team members’ code
Design database architecture
Schedule product releases with internal teams
Document development phases
Ensure our applications are secure and up-to-date
Requirements and skills
Work experience as a Senior Fullstack Developer or similar role
Experience designing, building and testing Java EE applications
In-depth knowledge of popular Java technologies ie. Java 8 and 11, Core Java, Spring Boot, SpringBoot, Oracle, PLSQL, Openshift, Kubernetes/ Openshift, Splunk, Maven, Jenkins
Experience with Object-Oriented Design (OOD)
Good delegation and time management skills
Problem-solving abilities
Engineering or relevant field
Interest in researching and understanding alternative web technologies
Experience working with modern javascript libraries for state management like Ngrx and Redux.
Strong knowledge of web standards, best practices and front-end performance
Skills
Java
Other details
Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):
Benefits and Perks:
Comprehensive Medical Plan Covering Medical, Dental, Vision
Short Term and Long-Term Disability Coverage
401(k) Plan with Company match
Life Insurance
Vacation Time, Sick Leave, Paid Holidays
Paid Paternity and Maternity Leave
The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.
Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting.
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
Benefits
Compensation range: $ 83,000.00 to 128,000.00 per year"
LTIMindtree,"Role description
Java Backend
Identify and analyze user requirements
Prioritize, assign and execute tasks throughout the software development life cycle
Develop Java EE applications
Write well-designed, efficient code
Review, test and debug team members’ code
Design database architecture
Schedule product releases with internal teams
Document development phases
Ensure our applications are secure and up-to-date
Requirements and skills
Work experience as a Senior Fullstack Developer or similar role
Experience designing, building and testing Java EE applications
In-depth knowledge of popular Java technologies ie. Java 8 and 11, Core Java, Spring Boot, SpringBoot, Oracle, PLSQL, Openshift, Kubernetes/ Openshift, Splunk, Maven, Jenkins
Experience with Object-Oriented Design (OOD)
Good delegation and time management skills
Problem-solving abilities
Engineering or relevant field
Interest in researching and understanding alternative web technologies
Experience working with modern javascript libraries for state management like Ngrx and Redux.
Strong knowledge of web standards, best practices and front-end performance
Skills
Java
Other details
Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):
Benefits and Perks:
Comprehensive Medical Plan Covering Medical, Dental, Vision
Short Term and Long-Term Disability Coverage
401(k) Plan with Company match
Life Insurance
Vacation Time, Sick Leave, Paid Holidays
Paid Paternity and Maternity Leave
The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.
Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting.
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
Benefits
Compensation range: $ 83,000.00 to 128,000.00 per year"
LTIMindtree,"Role description
Java Backend
Identify and analyze user requirements
Prioritize, assign and execute tasks throughout the software development life cycle
Develop Java EE applications
Write well-designed, efficient code
Review, test and debug team members’ code
Design database architecture
Schedule product releases with internal teams
Document development phases
Ensure our applications are secure and up-to-date
Requirements and skills
Work experience as a Senior Fullstack Developer or similar role
Experience designing, building and testing Java EE applications
In-depth knowledge of popular Java technologies ie. Java 8 and 11, Core Java, Spring Boot, SpringBoot, Oracle, PLSQL, Openshift, Kubernetes/ Openshift, Splunk, Maven, Jenkins
Experience with Object-Oriented Design (OOD)
Good delegation and time management skills
Problem-solving abilities
Engineering or relevant field
Interest in researching and understanding alternative web technologies
Experience working with modern javascript libraries for state management like Ngrx and Redux.
Strong knowledge of web standards, best practices and front-end performance
Skills
Java
Other details
Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):
Benefits and Perks:
Comprehensive Medical Plan Covering Medical, Dental, Vision
Short Term and Long-Term Disability Coverage
401(k) Plan with Company match
Life Insurance
Vacation Time, Sick Leave, Paid Holidays
Paid Paternity and Maternity Leave
The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.
Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting.
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
Benefits
Compensation range: $ 83,000.00 to 128,000.00 per year"
LTIMindtree,"Role description
Java Backend
Identify and analyze user requirements
Prioritize, assign and execute tasks throughout the software development life cycle
Develop Java EE applications
Write well-designed, efficient code
Review, test and debug team members’ code
Design database architecture
Schedule product releases with internal teams
Document development phases
Ensure our applications are secure and up-to-date
Requirements and skills
Work experience as a Senior Fullstack Developer or similar role
Experience designing, building and testing Java EE applications
In-depth knowledge of popular Java technologies ie. Java 8 and 11, Core Java, Spring Boot, SpringBoot, Oracle, PLSQL, Openshift, Kubernetes/ Openshift, Splunk, Maven, Jenkins
Experience with Object-Oriented Design (OOD)
Good delegation and time management skills
Problem-solving abilities
Engineering or relevant field
Interest in researching and understanding alternative web technologies
Experience working with modern javascript libraries for state management like Ngrx and Redux.
Strong knowledge of web standards, best practices and front-end performance
Skills
Java
Other details
Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):
Benefits and Perks:
Comprehensive Medical Plan Covering Medical, Dental, Vision
Short Term and Long-Term Disability Coverage
401(k) Plan with Company match
Life Insurance
Vacation Time, Sick Leave, Paid Holidays
Paid Paternity and Maternity Leave
The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.
Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting.
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
Benefits
Compensation range: $ 83,000.00 to 128,000.00 per year"
LTIMindtree,"Role description
Java Backend
Identify and analyze user requirements
Prioritize, assign and execute tasks throughout the software development life cycle
Develop Java EE applications
Write well-designed, efficient code
Review, test and debug team members’ code
Design database architecture
Schedule product releases with internal teams
Document development phases
Ensure our applications are secure and up-to-date
Requirements and skills
Work experience as a Senior Fullstack Developer or similar role
Experience designing, building and testing Java EE applications
In-depth knowledge of popular Java technologies ie. Java 8 and 11, Core Java, Spring Boot, SpringBoot, Oracle, PLSQL, Openshift, Kubernetes/ Openshift, Splunk, Maven, Jenkins
Experience with Object-Oriented Design (OOD)
Good delegation and time management skills
Problem-solving abilities
Engineering or relevant field
Interest in researching and understanding alternative web technologies
Experience working with modern javascript libraries for state management like Ngrx and Redux.
Strong knowledge of web standards, best practices and front-end performance
Skills
Java
Other details
Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):
Benefits and Perks:
Comprehensive Medical Plan Covering Medical, Dental, Vision
Short Term and Long-Term Disability Coverage
401(k) Plan with Company match
Life Insurance
Vacation Time, Sick Leave, Paid Holidays
Paid Paternity and Maternity Leave
The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.
Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting.
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
Benefits
Compensation range: $ 83,000.00 to 128,000.00 per year"
LTIMindtree,"Role description
Java Backend
Identify and analyze user requirements
Prioritize, assign and execute tasks throughout the software development life cycle
Develop Java EE applications
Write well-designed, efficient code
Review, test and debug team members’ code
Design database architecture
Schedule product releases with internal teams
Document development phases
Ensure our applications are secure and up-to-date
Requirements and skills
Work experience as a Senior Fullstack Developer or similar role
Experience designing, building and testing Java EE applications
In-depth knowledge of popular Java technologies ie. Java 8 and 11, Core Java, Spring Boot, SpringBoot, Oracle, PLSQL, Openshift, Kubernetes/ Openshift, Splunk, Maven, Jenkins
Experience with Object-Oriented Design (OOD)
Good delegation and time management skills
Problem-solving abilities
Engineering or relevant field
Interest in researching and understanding alternative web technologies
Experience working with modern javascript libraries for state management like Ngrx and Redux.
Strong knowledge of web standards, best practices and front-end performance
Skills
Java
Other details
Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):
Benefits and Perks:
Comprehensive Medical Plan Covering Medical, Dental, Vision
Short Term and Long-Term Disability Coverage
401(k) Plan with Company match
Life Insurance
Vacation Time, Sick Leave, Paid Holidays
Paid Paternity and Maternity Leave
The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.
Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting.
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
Benefits
Compensation range: $ 83,000.00 to 128,000.00 per year"
LTIMindtree,"Role description
Java Backend
Identify and analyze user requirements
Prioritize, assign and execute tasks throughout the software development life cycle
Develop Java EE applications
Write well-designed, efficient code
Review, test and debug team members’ code
Design database architecture
Schedule product releases with internal teams
Document development phases
Ensure our applications are secure and up-to-date
Requirements and skills
Work experience as a Senior Fullstack Developer or similar role
Experience designing, building and testing Java EE applications
In-depth knowledge of popular Java technologies ie. Java 8 and 11, Core Java, Spring Boot, SpringBoot, Oracle, PLSQL, Openshift, Kubernetes/ Openshift, Splunk, Maven, Jenkins
Experience with Object-Oriented Design (OOD)
Good delegation and time management skills
Problem-solving abilities
Engineering or relevant field
Interest in researching and understanding alternative web technologies
Experience working with modern javascript libraries for state management like Ngrx and Redux.
Strong knowledge of web standards, best practices and front-end performance
Skills
Java
Other details
Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):
Benefits and Perks:
Comprehensive Medical Plan Covering Medical, Dental, Vision
Short Term and Long-Term Disability Coverage
401(k) Plan with Company match
Life Insurance
Vacation Time, Sick Leave, Paid Holidays
Paid Paternity and Maternity Leave
The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.
Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting.
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
Benefits
Compensation range: $ 83,000.00 to 128,000.00 per year"
LTIMindtree,"Role description
Java Backend
Identify and analyze user requirements
Prioritize, assign and execute tasks throughout the software development life cycle
Develop Java EE applications
Write well-designed, efficient code
Review, test and debug team members’ code
Design database architecture
Schedule product releases with internal teams
Document development phases
Ensure our applications are secure and up-to-date
Requirements and skills
Work experience as a Senior Fullstack Developer or similar role
Experience designing, building and testing Java EE applications
In-depth knowledge of popular Java technologies ie. Java 8 and 11, Core Java, Spring Boot, SpringBoot, Oracle, PLSQL, Openshift, Kubernetes/ Openshift, Splunk, Maven, Jenkins
Experience with Object-Oriented Design (OOD)
Good delegation and time management skills
Problem-solving abilities
Engineering or relevant field
Interest in researching and understanding alternative web technologies
Experience working with modern javascript libraries for state management like Ngrx and Redux.
Strong knowledge of web standards, best practices and front-end performance
Skills
Java
Other details
Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”):
Benefits and Perks:
Comprehensive Medical Plan Covering Medical, Dental, Vision
Short Term and Long-Term Disability Coverage
401(k) Plan with Company match
Life Insurance
Vacation Time, Sick Leave, Paid Holidays
Paid Paternity and Maternity Leave
The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation.
Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting.
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
Benefits
Compensation range: $ 83,000.00 to 128,000.00 per year"
Ark Capital,"Full Stack Engineer (React/Node.js) - Travel Tech Startup
Location: Fishers, IN
Onsite 80%
Job Type: Full-Time
Salary: Competitive, based on experience
Equity: Available for the right candidate
About Red Tulip:
Imagine a world where travel connects people in the most authentic way possible. Red Tulip is on a mission to revolutionize the travel experience by directly connecting tourists with locals for unique, culturally rich adventures. We empower local communities to share their skills, assets, and knowledge with travelers while offering tourists an immersive and unforgettable experience. As we prepare to launch our platform, we’re looking for a talented Full Stack Engineer to join our dynamic team.
What You’ll Do:
As a Full Stack Engineer at Red Tulip, you will take on a key role in the development of our core platform, building everything from the user interface to the backend services that will power real-time bookings, secure transactions, and AI-driven recommendations.
•* Frontend: Design and develop dynamic and responsive user interfaces using React.js and TypeScript.*
•* Backend: Build robust backend services and APIs using Node.js, Express, and manage databases (PostgreSQL/MongoDB).*
•* Cloud & Infrastructure: Work with cloud services like AWS to deploy and scale the platform.*
•* Collaborate: Work closely with the founder and other key team members to define the product roadmap and deliver key features.*
•* Innovate: Have a direct impact on the product’s development, user experience, and overall vision as we scale our platform.*
What We’re Looking For:
•* Experience: 5+ years of experience as a Full Stack Engineer (or similar role), with a strong portfolio of past projects.*
•* Frontend: Proficient in React.js, JavaScript/TypeScript, HTML, and CSS frameworks (e.g., Tailwind CSS, Bootstrap).*
•* Backend: Expertise in Node.js with Express, experience designing RESTful or GraphQL APIs, and working with relational databases like PostgreSQL (knowledge of MongoDB is a plus).*
•* Cloud Knowledge: Experience deploying and scaling applications on AWS or similar cloud platforms.*
•* DevOps: Basic understanding of CI/CD pipelines, Docker, and cloud infrastructure management (bonus points for experience with Kubernetes).*
•* Problem Solver: Strong analytical skills and the ability to troubleshoot and solve technical challenges independently.*
•* Startup Mindset: Self-motivated, adaptable, and ready to work in a fast-paced, dynamic environment where you can shape the future of the platform.*
Why Join Red Tulip?
•* Impact: Be a founding engineer at an early-stage startup, where your contributions will directly influence the success of the company and the product.*
•* Innovation: Work on a platform that blends travel, technology, and cultural experiences in an entirely new way.*
•* Growth: Opportunity for professional growth and the chance to take ownership of key projects.*
•* Flexibility: Hybrid. We’re a remote-friendly team with flexible working hours and a collaborative, supportive culture.*
•* Equity: Get a stake in the company and grow alongside Red Tulip as we scale globally.*
How to Apply:
If you’re excited about this role and want to join us in redefining the future of travel, send your resume, portfolio, and a brief cover letter to jalali@redtulip.io . We’d love to hear about why you’re the perfect fit for Red Tulip!
Job Type: Full-time
Pay: From $60,000.00 per year
Schedule:
Monday to Friday
Work Location: In person"
Ark Capital,"Full Stack Engineer (React/Node.js) - Travel Tech Startup
Location: Fishers, IN
Onsite 80%
Job Type: Full-Time
Salary: Competitive, based on experience
Equity: Available for the right candidate
About Red Tulip:
Imagine a world where travel connects people in the most authentic way possible. Red Tulip is on a mission to revolutionize the travel experience by directly connecting tourists with locals for unique, culturally rich adventures. We empower local communities to share their skills, assets, and knowledge with travelers while offering tourists an immersive and unforgettable experience. As we prepare to launch our platform, we’re looking for a talented Full Stack Engineer to join our dynamic team.
What You’ll Do:
As a Full Stack Engineer at Red Tulip, you will take on a key role in the development of our core platform, building everything from the user interface to the backend services that will power real-time bookings, secure transactions, and AI-driven recommendations.
•* Frontend: Design and develop dynamic and responsive user interfaces using React.js and TypeScript.*
•* Backend: Build robust backend services and APIs using Node.js, Express, and manage databases (PostgreSQL/MongoDB).*
•* Cloud & Infrastructure: Work with cloud services like AWS to deploy and scale the platform.*
•* Collaborate: Work closely with the founder and other key team members to define the product roadmap and deliver key features.*
•* Innovate: Have a direct impact on the product’s development, user experience, and overall vision as we scale our platform.*
What We’re Looking For:
•* Experience: 5+ years of experience as a Full Stack Engineer (or similar role), with a strong portfolio of past projects.*
•* Frontend: Proficient in React.js, JavaScript/TypeScript, HTML, and CSS frameworks (e.g., Tailwind CSS, Bootstrap).*
•* Backend: Expertise in Node.js with Express, experience designing RESTful or GraphQL APIs, and working with relational databases like PostgreSQL (knowledge of MongoDB is a plus).*
•* Cloud Knowledge: Experience deploying and scaling applications on AWS or similar cloud platforms.*
•* DevOps: Basic understanding of CI/CD pipelines, Docker, and cloud infrastructure management (bonus points for experience with Kubernetes).*
•* Problem Solver: Strong analytical skills and the ability to troubleshoot and solve technical challenges independently.*
•* Startup Mindset: Self-motivated, adaptable, and ready to work in a fast-paced, dynamic environment where you can shape the future of the platform.*
Why Join Red Tulip?
•* Impact: Be a founding engineer at an early-stage startup, where your contributions will directly influence the success of the company and the product.*
•* Innovation: Work on a platform that blends travel, technology, and cultural experiences in an entirely new way.*
•* Growth: Opportunity for professional growth and the chance to take ownership of key projects.*
•* Flexibility: Hybrid. We’re a remote-friendly team with flexible working hours and a collaborative, supportive culture.*
•* Equity: Get a stake in the company and grow alongside Red Tulip as we scale globally.*
How to Apply:
If you’re excited about this role and want to join us in redefining the future of travel, send your resume, portfolio, and a brief cover letter to jalali@redtulip.io . We’d love to hear about why you’re the perfect fit for Red Tulip!
Job Type: Full-time
Pay: From $60,000.00 per year
Schedule:
Monday to Friday
Work Location: In person"
Ark Capital,"Full Stack Engineer (React/Node.js) - Travel Tech Startup
Location: Fishers, IN
Onsite 80%
Job Type: Full-Time
Salary: Competitive, based on experience
Equity: Available for the right candidate
About Red Tulip:
Imagine a world where travel connects people in the most authentic way possible. Red Tulip is on a mission to revolutionize the travel experience by directly connecting tourists with locals for unique, culturally rich adventures. We empower local communities to share their skills, assets, and knowledge with travelers while offering tourists an immersive and unforgettable experience. As we prepare to launch our platform, we’re looking for a talented Full Stack Engineer to join our dynamic team.
What You’ll Do:
As a Full Stack Engineer at Red Tulip, you will take on a key role in the development of our core platform, building everything from the user interface to the backend services that will power real-time bookings, secure transactions, and AI-driven recommendations.
•* Frontend: Design and develop dynamic and responsive user interfaces using React.js and TypeScript.*
•* Backend: Build robust backend services and APIs using Node.js, Express, and manage databases (PostgreSQL/MongoDB).*
•* Cloud & Infrastructure: Work with cloud services like AWS to deploy and scale the platform.*
•* Collaborate: Work closely with the founder and other key team members to define the product roadmap and deliver key features.*
•* Innovate: Have a direct impact on the product’s development, user experience, and overall vision as we scale our platform.*
What We’re Looking For:
•* Experience: 5+ years of experience as a Full Stack Engineer (or similar role), with a strong portfolio of past projects.*
•* Frontend: Proficient in React.js, JavaScript/TypeScript, HTML, and CSS frameworks (e.g., Tailwind CSS, Bootstrap).*
•* Backend: Expertise in Node.js with Express, experience designing RESTful or GraphQL APIs, and working with relational databases like PostgreSQL (knowledge of MongoDB is a plus).*
•* Cloud Knowledge: Experience deploying and scaling applications on AWS or similar cloud platforms.*
•* DevOps: Basic understanding of CI/CD pipelines, Docker, and cloud infrastructure management (bonus points for experience with Kubernetes).*
•* Problem Solver: Strong analytical skills and the ability to troubleshoot and solve technical challenges independently.*
•* Startup Mindset: Self-motivated, adaptable, and ready to work in a fast-paced, dynamic environment where you can shape the future of the platform.*
Why Join Red Tulip?
•* Impact: Be a founding engineer at an early-stage startup, where your contributions will directly influence the success of the company and the product.*
•* Innovation: Work on a platform that blends travel, technology, and cultural experiences in an entirely new way.*
•* Growth: Opportunity for professional growth and the chance to take ownership of key projects.*
•* Flexibility: Hybrid. We’re a remote-friendly team with flexible working hours and a collaborative, supportive culture.*
•* Equity: Get a stake in the company and grow alongside Red Tulip as we scale globally.*
How to Apply:
If you’re excited about this role and want to join us in redefining the future of travel, send your resume, portfolio, and a brief cover letter to jalali@redtulip.io . We’d love to hear about why you’re the perfect fit for Red Tulip!
Job Type: Full-time
Pay: From $60,000.00 per year
Schedule:
Monday to Friday
Work Location: In person"
Ark Capital,"Full Stack Engineer (React/Node.js) - Travel Tech Startup
Location: Fishers, IN
Onsite 80%
Job Type: Full-Time
Salary: Competitive, based on experience
Equity: Available for the right candidate
About Red Tulip:
Imagine a world where travel connects people in the most authentic way possible. Red Tulip is on a mission to revolutionize the travel experience by directly connecting tourists with locals for unique, culturally rich adventures. We empower local communities to share their skills, assets, and knowledge with travelers while offering tourists an immersive and unforgettable experience. As we prepare to launch our platform, we’re looking for a talented Full Stack Engineer to join our dynamic team.
What You’ll Do:
As a Full Stack Engineer at Red Tulip, you will take on a key role in the development of our core platform, building everything from the user interface to the backend services that will power real-time bookings, secure transactions, and AI-driven recommendations.
•* Frontend: Design and develop dynamic and responsive user interfaces using React.js and TypeScript.*
•* Backend: Build robust backend services and APIs using Node.js, Express, and manage databases (PostgreSQL/MongoDB).*
•* Cloud & Infrastructure: Work with cloud services like AWS to deploy and scale the platform.*
•* Collaborate: Work closely with the founder and other key team members to define the product roadmap and deliver key features.*
•* Innovate: Have a direct impact on the product’s development, user experience, and overall vision as we scale our platform.*
What We’re Looking For:
•* Experience: 5+ years of experience as a Full Stack Engineer (or similar role), with a strong portfolio of past projects.*
•* Frontend: Proficient in React.js, JavaScript/TypeScript, HTML, and CSS frameworks (e.g., Tailwind CSS, Bootstrap).*
•* Backend: Expertise in Node.js with Express, experience designing RESTful or GraphQL APIs, and working with relational databases like PostgreSQL (knowledge of MongoDB is a plus).*
•* Cloud Knowledge: Experience deploying and scaling applications on AWS or similar cloud platforms.*
•* DevOps: Basic understanding of CI/CD pipelines, Docker, and cloud infrastructure management (bonus points for experience with Kubernetes).*
•* Problem Solver: Strong analytical skills and the ability to troubleshoot and solve technical challenges independently.*
•* Startup Mindset: Self-motivated, adaptable, and ready to work in a fast-paced, dynamic environment where you can shape the future of the platform.*
Why Join Red Tulip?
•* Impact: Be a founding engineer at an early-stage startup, where your contributions will directly influence the success of the company and the product.*
•* Innovation: Work on a platform that blends travel, technology, and cultural experiences in an entirely new way.*
•* Growth: Opportunity for professional growth and the chance to take ownership of key projects.*
•* Flexibility: Hybrid. We’re a remote-friendly team with flexible working hours and a collaborative, supportive culture.*
•* Equity: Get a stake in the company and grow alongside Red Tulip as we scale globally.*
How to Apply:
If you’re excited about this role and want to join us in redefining the future of travel, send your resume, portfolio, and a brief cover letter to jalali@redtulip.io . We’d love to hear about why you’re the perfect fit for Red Tulip!
Job Type: Full-time
Pay: From $60,000.00 per year
Schedule:
Monday to Friday
Work Location: In person"
